id,event_date,factor,qfq_diff
002055.SZ,20080102,1.3109999895095825,20.6299991607666
002055.SZ,20080619,1.7109999656677246,7.199999809265137
002055.SZ,20090630,2.2300000190734863,4.960000038146973
002055.SZ,20100526,2.9079999923706055,6.809999942779541
002055.SZ,20110504,2.9149999618530273,9.680000305175781
002055.SZ,20120507,5.86299991607666,0.2800000011920929
002055.SZ,20130529,5.888999938964844,0.23000000417232513
002055.SZ,20140519,5.922999858856201,0.18000000715255737
002055.SZ,20150527,5.927999973297119,0.12999999523162842
002055.SZ,20170602,5.934000015258789,0.10999999940395355
002055.SZ,20180522,5.949999809265137,0.05999999865889549
002055.SZ,20180816,5.949699878692627,0.05999999865889549
002055.SZ,20180828,5.949999809265137,0.05999999865889549
002055.SZ,20190712,5.984000205993652,0.0
002055.SZ,20200102,5.983799934387207,0.0
002055.SZ,20210107,5.984000205993652,0.0
002055.SZ,20240625,5.983799934387207,0.0
002055.SZ,20240626,5.984000205993652,0.0
002424.SZ,20100603,1.0,37.33000183105469
002424.SZ,20101029,1.6160000562667847,27.059999465942383
002424.SZ,20110715,3.2760000228881836,15.640000343322754
002424.SZ,20120709,3.313999891281128,12.069999694824219
002424.SZ,20130329,3.3919999599456787,11.75
002424.SZ,20140604,3.4230000972747803,15.930000305175781
002424.SZ,20150623,3.430999994277954,53.43000030517578
002424.SZ,20151020,10.295000076293945,0.5400000214576721
002424.SZ,20160510,10.347000122070312,0.46000000834465027
002424.SZ,20170419,10.395999908447266,0.3799999952316284
002424.SZ,20180614,10.460000038146973,0.30000001192092896
002424.SZ,20180816,10.460399627685547,0.30000001192092896
002424.SZ,20180828,10.460000038146973,0.30000001192092896
002424.SZ,20190613,10.539999961853027,0.2199999988079071
002424.SZ,20200529,10.81309986114502,0.0
002424.SZ,20210107,10.812999725341797,0.0
002424.SZ,20240625,10.81309986114502,0.0
002424.SZ,20240626,10.812999725341797,0.0
300091.SZ,20100625,1.0,30.09000015258789
300091.SZ,20110408,2.510999917984009,14.979999542236328
300091.SZ,20120619,2.5399999618530273,6.869999885559082
300091.SZ,20140613,2.5409998893737793,15.989999771118164
300091.SZ,20150619,2.5420000553131104,37.400001525878906
300091.SZ,20160530,6.359000205993652,5.699999809265137
300091.SZ,20170531,6.363999843597412,6.25
300091.SZ,20180529,6.372000217437744,7.980000019073486
300091.SZ,20180816,6.371799945831299,5.010000228881836
300091.SZ,20180828,6.372000217437744,5.170000076293945
300091.SZ,20181008,12.118000030517578,0.029999999329447746
300091.SZ,20190510,12.142999649047852,0.029999999329447746
300091.SZ,20200102,12.142900466918945,0.029999999329447746
300091.SZ,20200715,12.173600196838379,0.019999999552965164
300091.SZ,20210107,12.173999786376953,0.019999999552965164
300091.SZ,20210716,12.201000213623047,0.0
300091.SZ,20240625,12.201299667358398,0.0
300091.SZ,20240626,12.201000213623047,0.0
300173.SZ,20110201,1.0,19.479999542236328
300173.SZ,20110512,1.312999963760376,11.119999885559082
300173.SZ,20120529,1.7350000143051147,6.53000020980835
300173.SZ,20130618,1.7580000162124634,5.239999771118164
300173.SZ,20150604,5.2729997634887695,0.10999999940395355
300173.SZ,20160607,5.285999774932861,0.10999999940395355
300173.SZ,20170727,5.307000160217285,0.029999999329447746
300173.SZ,20180514,5.327000141143799,0.029999999329447746
300173.SZ,20180816,5.327099800109863,0.0
300173.SZ,20180828,5.327000141143799,0.0
300173.SZ,20200102,5.327099800109863,0.0
300173.SZ,20210107,5.327000141143799,0.0
300173.SZ,20240625,5.327099800109863,0.0
300173.SZ,20240626,5.327000141143799,0.0
000006.SZ,20170616,33.21900177001953,0.9599999785423279
000006.SZ,20180622,34.22600173950195,0.7799999713897705
000010.SZ,20200102,10.774499893188477,0.0
000010.SZ,20240625,10.774499893188477,0.0
000001.SZ,20190626,109.16899871826172,2.4700000286102295
000001.SZ,20200528,111.04869842529297,2.259999990463257
000001.SZ,20210107,111.04900360107422,2.259999990463257
000002.SZ,20140508,123.2959976196289,7.880000114440918
000011.SZ,20180629,3.502000093460083,2.4200000762939453
000011.SZ,20220711,4.0903000831604,0.6699999570846558
000012.SZ,20200701,26.778400421142578,0.7699999809265137
000009.SZ,20080102,2.8540000915527344,10.359999656677246
000009.SZ,20180727,7.363999843597412,1.0499999523162842
000014.SZ,20150617,5.361999988555908,5.800000190734863
000014.SZ,20180816,5.381100177764893,2.25
000014.SZ,20240626,6.776000022888184,0.0
000021.SZ,20080102,7.992000102996826,7.880000114440918
000021.SZ,20150618,13.571999549865723,1.0700000524520874
000028.SZ,20150522,3.8459999561309814,23.030000686645508
000028.SZ,20170620,3.88100004196167,21.829999923706055
000029.SZ,20190521,2.2019999027252197,0.5999999642372131
000027.SZ,20200102,13.536100387573242,1.9399999380111694
000027.SZ,20240625,18.032899856567383,0.15000000596046448
000026.SZ,20100804,4.809000015258789,6.960000038146973
000026.SZ,20180816,7.354499816894531,2.1600000858306885
000026.SZ,20240626,8.734000205993652,0.4000000059604645
000031.SZ,20160729,13.803000450134277,0.3700000047683716
000030.SZ,20220613,3.7423999309539795,0.6499999761581421
000030.SZ,20230627,3.933000087738037,0.4000000059604645
000030.SZ,20250630,4.232900142669678,0.0
000042.SZ,20090611,5.738999843597412,10.710000038146973
000042.SZ,20210107,13.352999687194824,0.08999999612569809
000034.SZ,20210430,3.0759999752044678,1.350000023841858
000034.SZ,20230601,3.1710000038146973,0.7099999785423279
000037.SZ,20080704,5.658999919891357,0.020000001415610313
000045.SZ,20210524,2.937999963760376,0.25
000045.SZ,20250528,3.01419997215271,0.0
000032.SZ,20140728,3.4000000953674316,2.1600000858306885
000032.SZ,20170523,4.0980000495910645,0.60999995470047
000032.SZ,20230608,4.199999809265137,0.23000001907348633
000048.SZ,20250917,10.195599555969238,0.0
000055.SZ,20200604,9.782899856567383,0.23000001907348633
000055.SZ,20220530,9.89900016784668,0.17999999225139618
000049.SZ,20210511,8.083000183105469,7.720000267028809
000062.SZ,20220511,7.560400009155273,1.3799999952316284
000060.SZ,20180516,36.4370002746582,0.5699999928474426
000061.SZ,20120510,20.55699920654297,0.7199999690055847
000061.SZ,20140626,20.832000732421875,0.6200000047683716
000063.SZ,20200812,15.87090015411377,2.200000047683716
000006.SZ,20140609,31.780000686645508,1.3799999952316284
000008.SZ,20200529,22.408300399780273,0.0
000007.SZ,20210107,8.284000396728516,0.0
000002.SZ,20210107,153.9010009765625,2.9100000858306885
000011.SZ,20091103,2.8989999294281006,4.739999771118164
000012.SZ,20130530,15.890999794006348,5.309999942779541
000012.SZ,20170719,20.479999542236328,2.7699999809265137
000012.SZ,20230601,27.77899932861328,0.4699999988079071
000009.SZ,20180816,7.363900184631348,0.9899999499320984
000009.SZ,20220831,8.90880012512207,0.10999999940395355
000009.SZ,20240726,8.97700023651123,0.030000001192092896
000014.SZ,20240606,6.776299953460693,0.0
000021.SZ,20180816,13.833800315856934,0.9200000166893005
000021.SZ,20210610,14.166000366210938,0.5999999642372131
000021.SZ,20220617,14.355899810791016,0.44999998807907104
000021.SZ,20240626,14.451000213623047,0.3199999928474426
000016.SZ,20200102,21.684900283813477,0.20000000298023224
000016.SZ,20240625,22.375499725341797,0.0
000020.SZ,20210107,1.7519999742507935,0.0
000019.SZ,20190620,4.110000133514404,1.25
000025.SZ,20200527,2.7367000579833984,0.20000000298023224
000025.SZ,20220621,2.7416999340057373,0.1599999964237213
000029.SZ,20200102,2.202199935913086,0.5999999642372131
000029.SZ,20240625,2.2911999225616455,0.0
000027.SZ,20130531,7.931000232696533,4.170000076293945
000027.SZ,20190614,13.53600025177002,1.8899999856948853
000027.SZ,20240618,18.03260040283203,0.15000000596046448
000026.SZ,20080102,4.668000221252441,8.09000015258789
000026.SZ,20190812,7.571000099182129,1.9600000381469727
000026.SZ,20230615,8.366999626159668,0.7999999523162842
000035.SZ,20180828,4.611999988555908,0.15000000596046448
000030.SZ,20140630,2.128999948501587,3.869999885559082
000030.SZ,20190626,3.315999984741211,1.4199999570846558
000030.SZ,20210107,3.4079999923706055,1.25
000042.SZ,20220707,13.479000091552734,0.010000000707805157
000042.SZ,20230621,13.498000144958496,0.0
000039.SZ,20160720,23.632999420166016,7.840000152587891
000039.SZ,20190628,30.34600067138672,4.659999847412109
000039.SZ,20210720,31.363000869750977,6.420000076293945
000036.SZ,20210107,11.911999702453613,0.32999998331069946
000032.SZ,20100618,3.2850000858306885,2.2699999809265137
000032.SZ,20160616,4.0929999351501465,0.60999995470047
000032.SZ,20200102,4.145599842071533,0.49000003933906555
000032.SZ,20220608,4.189300060272217,0.3100000023841858
000032.SZ,20240625,4.230199813842773,0.12000000476837158
