id,date,qfq,hfq,last_update
000028.SZ,20240626,0.988825,0.000000,2025-08-12 13:35:24
000028.SZ,20250625,1.000000,0.000000,2025-08-12 13:35:24
000029.SZ,20151110,0.956076,0.000000,2025-08-12 13:35:24
000029.SZ,20210107,0.962791,0.000000,2025-08-12 13:35:24
000029.SZ,20210531,0.979893,0.000000,2025-08-12 13:35:24
000029.SZ,20220705,0.994915,0.000000,2025-08-12 13:35:24
000029.SZ,20230601,0.994760,0.000000,2025-08-12 13:35:24
000029.SZ,20230628,1.000000,0.000000,2025-08-12 13:35:24
000029.SZ,20240625,1.000000,0.000000,2025-08-12 13:35:24
000029.SZ,20240626,1.000000,0.000000,2025-08-12 13:35:24
000030.SZ,20081229,-0.205240,0.000000,2025-08-12 13:35:24
000030.SZ,20140630,0.400000,0.000000,2025-08-12 13:35:24
000030.SZ,20150626,0.550628,0.000000,2025-08-12 13:35:24
000030.SZ,20160628,0.451977,0.000000,2025-08-12 13:35:24
000030.SZ,20170628,0.520904,0.000000,2025-08-12 13:35:24
000030.SZ,20180726,0.695146,0.000000,2025-08-12 13:35:24
000030.SZ,20180816,0.664530,0.000000,2025-08-12 13:35:24
000030.SZ,20180828,0.646396,0.000000,2025-08-12 13:35:24
000030.SZ,20190626,0.701681,0.000000,2025-08-12 13:35:24
000030.SZ,20200102,0.706004,0.000000,2025-08-12 13:35:24
000030.SZ,20200616,0.779930,0.000000,2025-08-12 13:35:24
000030.SZ,20210107,0.815089,0.000000,2025-08-12 13:35:24
000030.SZ,20210617,0.849684,0.000000,2025-08-12 13:35:24
000030.SZ,20220613,0.880295,0.000000,2025-08-12 13:35:24
000030.SZ,20230601,0.864301,0.000000,2025-08-12 13:35:24
000030.SZ,20230627,0.918534,0.000000,2025-08-12 13:35:24
000030.SZ,20240625,0.924670,0.000000,2025-08-12 13:35:24
000030.SZ,20240626,0.971098,0.000000,2025-08-12 13:35:24
000030.SZ,20250630,1.000000,0.000000,2025-08-12 13:35:24
000031.SZ,20080723,0.901153,0.000000,2025-08-12 13:35:24
000031.SZ,20090716,0.960784,0.000000,2025-08-12 13:35:24
000031.SZ,20100519,0.919771,0.000000,2025-08-12 13:35:24
000031.SZ,20110727,0.898687,0.000000,2025-08-12 13:35:24
000031.SZ,20120619,0.891026,0.000000,2025-08-12 13:35:24
000031.SZ,20130628,0.868493,0.000000,2025-08-12 13:35:24
000031.SZ,20140703,0.863636,0.000000,2025-08-12 13:35:24
000031.SZ,20150629,0.979293,0.000000,2025-08-12 13:35:24
000031.SZ,20160729,0.962012,0.000000,2025-08-12 13:35:24
000031.SZ,20170602,0.954795,0.000000,2025-08-12 13:35:24
000031.SZ,20180710,0.951304,0.000000,2025-08-12 13:35:24
000031.SZ,20180816,0.950266,0.000000,2025-08-12 13:35:24
000031.SZ,20180828,0.950442,0.000000,2025-08-12 13:35:24
000031.SZ,20190516,0.975680,0.000000,2025-08-12 13:35:24
000031.SZ,20200102,0.976519,0.000000,2025-08-12 13:35:24
000031.SZ,20200717,1.000000,0.000000,2025-08-12 13:35:24
000032.SZ,20090618,0.704042,0.000000,2025-08-12 13:38:30
000032.SZ,20100618,0.722154,0.000000,2025-08-12 13:38:30
000032.SZ,20110617,0.726115,0.000000,2025-08-12 13:38:30
000032.SZ,20130809,0.750894,0.000000,2025-08-12 13:38:30
000032.SZ,20150528,0.808052,0.000000,2025-08-12 13:38:30
000032.SZ,20160616,0.957639,0.000000,2025-08-12 13:38:30
000032.SZ,20180713,0.924403,0.000000,2025-08-12 13:38:30
000032.SZ,20180816,0.926357,0.000000,2025-08-12 13:38:30
000032.SZ,20180828,0.928928,0.000000,2025-08-12 13:38:30
000032.SZ,20190604,0.945556,0.000000,2025-08-12 13:38:30
000032.SZ,20200102,0.966667,0.000000,2025-08-12 13:38:30
000032.SZ,20200604,0.977669,0.000000,2025-08-12 13:38:30
000032.SZ,20210107,0.979230,0.000000,2025-08-12 13:38:30
000032.SZ,20220608,0.980064,0.000000,2025-08-12 13:38:30
000032.SZ,20230601,0.991201,0.000000,2025-08-12 13:38:30
000032.SZ,20230608,0.993095,0.000000,2025-08-12 13:38:30
000032.SZ,20240607,0.992157,0.000000,2025-08-12 13:38:30
000032.SZ,20240625,0.991501,0.000000,2025-08-12 13:38:30
000032.SZ,20240626,0.992032,0.000000,2025-08-12 13:38:30
000032.SZ,20250530,1.000000,0.000000,2025-08-12 13:38:30
000034.SZ,20080714,0.597633,0.000000,2025-08-12 13:38:30
000034.SZ,20180816,0.850075,0.000000,2025-08-12 13:38:30
000034.SZ,20180828,0.850187,0.000000,2025-08-12 13:38:30
