stock_id,stock_name,date,close,ma_std,ma_bandwidth,position_20d,position_60d,ma60slope,ma20slope,drawdown_20d,drawdown_60d,return_5d,return_10d,return_20d,volatility_5d,volatility_20d,volatility_60d,volume_ratio,close_to_ma5,close_to_ma20,close_to_ma60,ma5_above_ma20,ma20_above_ma60,price_above_ma60,amplitude_20d,label_10,label_15,label_20,label_30,future_max_return
300452.SZ,山河药辅,2019-08-13,7.25342994,0.028334474760321655,0.07676873115286473,0.08074534161490618,0.05138339920948579,-0.013375671357400594,-0.02876637729442271,0.09337539432176667,0.14311270125223616,-0.013049450549450614,-0.08471337579617844,-0.08587786259541996,0.007338385457882512,0.013136275360477892,0.01653244059735976,0.7313853508865817,-0.006910850034554291,-0.05207955407500264,-0.07725896039127132,0,0,0,0.11203897007654842,1,1,1,1,0.34587913314842056
300452.SZ,山河药辅,2019-12-11,7.37457282,0.020934830815591537,0.05282911248003653,0.054545454545453294,0.021818181818181303,-0.009863533378997875,-0.047891147872206094,0.0664536741214058,0.1554913294797689,-0.034368803701255835,-0.02923588039867131,-0.053756476683937904,0.019788252358035573,0.013586161487406132,0.016259744724793915,0.7768970983527466,-0.018672756582482578,-0.031134984581717064,-0.06703987909620159,0,0,0,0.07529089664613275,1,1,0,0,0.18412046543463395
300452.SZ,山河药辅,2020-08-13,17.6990301,0.029536970886050676,0.0794282276518642,0.25226586102719095,0.5872578421462031,0.117560148121556,0.019460113598657427,0.16588471849865938,0.16588471849865938,-0.08593463092177744,0.007692307692307887,0.0008041817450745725,0.009309658684428063,0.042027738695990156,0.03993856242135848,0.2704978093739292,-0.03549562117337049,-0.046907907332950416,0.012940264518668823,0,1,1,0.26597026918441136,1,1,0,0,0.1988750502209721
300452.SZ,山河药辅,2021-05-19,11.77816002,0.029652274088102736,0.08099725166862973,0.07286432160803988,0.4287925696594426,0.057782482138131794,0.03359128690169096,0.17851959361393333,0.17851959361393333,-0.013937282229965042,-0.0821621621621621,0.005924170616113944,0.03169139271426887,0.03234671742096054,0.026365702945290843,0.5190722119300789,-0.0339098771051434,-0.05828850313349227,0.019472852082374384,0,1,1,0.23439340400471145,1,1,1,1,0.3922153691370886
300452.SZ,山河药辅,2021-09-16,9.7995,0.020175725974841054,0.05212230215827355,0.16299559471365718,0.12542372881355993,-0.029374075899457834,-0.026274696177608855,0.12025316455696196,0.15655339805825239,-0.016277423920736056,-0.0007189072609632419,-0.07947019867549654,0.004850901725609052,0.02892762944884477,0.024072148178393243,0.4923028047146944,-0.010394418339740736,-0.030818574815227998,-0.05893503943671512,0,0,0,0.16330935251798567,1,1,1,1,0.4631077942752182
300452.SZ,山河药辅,2022-03-09,12.090749999999998,0.0239139308572332,0.06423712342079682,0.27548209366391163,0.1011608623548921,0.013741696206453597,-0.019646972848389493,0.1329625884732054,0.3872811718470883,-0.04563160823594892,-0.004065040650406582,-0.03380281690140863,0.061221167911224575,0.039165566154757275,0.058872621507619696,0.9725065054315475,-0.06232914160743597,-0.01660024656670214,-0.07503123679739683,1,0,0,0.21166180758017517,1,1,1,1,0.6320699708454812
300452.SZ,山河药辅,2022-07-29,12.109334599999999,0.009668834361965289,0.024460635502906364,0.0875912408759111,0.3385086225230471,0.03459996512954831,0.022145011645221698,0.0882145377558222,0.2280287130448642,-0.01449275362318847,-0.03365744203440535,0.011746280344557603,0.021554625902103323,0.026340820287779485,0.048862657353450675,0.6583791976362342,-0.028279181708784556,-0.034776437189496155,-0.011436470295723635,0,1,0,0.10603715170278628,1,1,1,1,0.41939260642777193
300452.SZ,山河药辅,2022-12-05,14.5461976,0.0292562996017631,0.082044673539519,0.17548746518105854,0.5225806451612903,0.03998832798365915,-0.001795387710880685,0.16017316017316022,0.16017316017316022,0.013716525146962644,-0.07065868263473052,-0.032418952618453734,0.019511544339482285,0.026869306400588582,0.02365710947175823,0.6855173201293678,-0.001800874710573711,-0.0374298384345831,0.045106115531812284,0,1,1,0.2313144329896908,1,1,0,0,0.19072164948453613
300452.SZ,山河药辅,2023-04-20,16.44882525,0.008923460177894627,0.02294396961063645,0.28295819935691263,0.3610315186246417,0.02078195201223584,0.007653421446524859,0.11274014155712854,0.11274014155712854,-0.0357142857142857,0.009781357882623798,0.01445086705202292,0.015729515227875843,0.027879389210128808,0.022522019822684883,1.107074996785562,-0.023046092184368823,-0.016255605381165855,-0.01389721306562768,1,1,0,0.1772079772079773,1,0,0,0,0.1270655270655272
300452.SZ,山河药辅,2023-10-18,14.265463800000001,0.0060395549881236575,0.01580557443915705,0.011627906976745895,0.46111111111111197,-0.03006908201052455,0.012737783155205858,0.054627249357326366,0.06186224489795903,-0.030323005932761937,-0.016053511705685475,-0.025182239893969394,0.014057148754806638,0.01144251002244989,0.011741941336826739,0.8924921651451151,-0.02981137053159216,-0.023661766169979642,-0.014702434776784228,1,1,0,0.05846363018354858,1,1,1,1,0.32186560874382475
300452.SZ,山河药辅,2024-03-25,12.0446676,0.005673793988815808,0.014452495974235084,0.26315789473684364,0.5446623093681919,-0.05408494322371335,0.036010288653901316,0.06334841628959266,0.144038594073053,-0.05766312594840661,-0.004807692307692291,-0.03496503496503478,0.011551903718396183,0.018537005035542013,0.024871619147761235,0.8325379653751702,-0.033162073797291,-0.02108374384236452,-0.0318431617102544,1,0,0,0.0917874396135266,1,1,1,0,0.2568438003220611
300452.SZ,山河药辅,2024-08-22,10.3942872,0.014728630351792494,0.03823456071138752,0.20408163265306156,0.09595394437612063,-0.06301225475525081,0.009172208209126426,0.06812227074235791,0.1808323431403638,-0.041329739442947044,-0.04986642920747997,0.0028195488721804995,0.012846078596320615,0.014892747783742083,0.016535277814217087,0.6891600546234539,-0.02521469029782571,-0.030220404453533283,-0.06024000404792635,0,0,0,0.09184629803186484,1,1,1,1,0.3201854764990521
300452.SZ,山河药辅,2024-12-23,12.0893256,0.008599362333969048,0.021273166800967108,0.1782945736434105,0.40909090909090906,0.06096794468887482,0.007127751233649197,0.07869339272457317,0.19415584415584416,-0.05699088145896658,-0.05411585365853644,-0.007199999999999984,0.019788094677482597,0.015913746057896277,0.030092645492952028,1.0546101601463622,-0.023757079924480888,-0.03484212163633527,-0.019747235387045765,0,1,0,0.10394842868654314,1,1,1,0,0.24093473005640614
300452.SZ,山河药辅,2025-06-13,12.128292,0.020015366832435145,0.049491298527443085,0.2604166666666675,0.7205387205387207,0.029212508048486952,0.029316880393580116,0.053951367781155044,0.06249999999999995,-0.024294670846395028,-0.04230769230769227,-0.010333863275039823,0.01806723579845017,0.014841552335526703,0.028866577989985046,0.9141963591462903,-0.030071673418510515,-0.02448579823702254,0.015925689183859428,1,1,1,0.07710843373493989,0,0,0,0,0.07389558232931728
002238.SZ,天威视讯,2009-02-26,2.95703217,0.029791235665001845,0.0746488965319576,0.07643312101910811,0.3681917211328978,0.08889117405100486,0.014240080052341978,0.1995870612525808,0.1995870612525808,-0.1275318829707427,-0.1769285208775655,-0.07478122513922036,0.050613833706725946,0.0370939628608613,0.03461027599346029,0.8918226928392861,-0.09550474412816931,-0.1173680415891929,-0.0585918001160234,0,1,0,0.2699914015477212,1,1,1,0,0.24935511607910565
002238.SZ,天威视讯,2009-06-26,3.65370183,0.015970406834934323,0.04041985618186052,0.11640211640211602,0.26279863481228644,0.03296993951102861,-0.03706609139046881,0.10411471321695763,0.13067150635208724,-0.024439918533604832,-0.008965517241379395,-0.09337539432176656,0.012849993193188549,0.014507293232161367,0.02317813971828563,0.9609154603128353,-0.0013898540653231471,-0.024439918533604763,-0.0401335930976901,0,0,0,0.13152400835073066,1,1,0,0,0.15031315240083523
002238.SZ,天威视讯,2010-04-15,6.381900900000001,0.013849059880728567,0.03411686586985378,0.2805194805194809,0.5594512195121953,0.07649580908615888,0.03860778593702849,0.09939002511661278,0.10325116112897459,-0.044901065449010624,-0.013364779874213917,0.018255578093306468,0.023276839138105247,0.020029374456714814,0.03158266110281922,0.5005006667253408,-0.03171051616387614,-0.027584069425073618,0.0013697354947670517,1,1,1,0.1533864541832669,1,0,0,0,0.11513944223107564
002238.SZ,天威视讯,2010-10-15,6.834210479999999,0.019454187200086098,0.04547984356197366,0.1061643835616433,0.548762736535662,0.044426805585524407,-0.005508304666230487,0.10536939846588618,0.12272367379255752,-0.08126036484245447,-0.09180327868852456,-0.07896924355777224,0.02798580597462822,0.026942881603452606,0.023893844504766486,1.4057590079274815,-0.032483409011526444,-0.059462671363694354,-0.018955352728936174,0,1,0,0.13176895306859202,1,0,0,0,0.14079422382671486
002238.SZ,天威视讯,2011-03-09,7.44484842,0.022820236621232972,0.059721071527202414,0.2925925925925916,0.2674066599394553,-0.059855886663410025,0.03440497522926093,0.07332053742802316,0.2312101910828025,-0.048857368006304136,0.01004184100418426,-0.017100977198697076,0.018434941426290964,0.02119922077883913,0.025914402029420268,1.0184532935537784,-0.003220744900487254,-0.016039293211323132,-0.059223944192572,0,0,0,0.11184755592377801,1,1,1,1,0.387323943661972
002238.SZ,天威视讯,2011-08-01,6.707039999999999,0.005008411144589824,0.012264527595879425,0.2794117647058826,0.31763569194419045,-0.026051558861756093,0.03933385348005043,0.09423076923076931,0.21204172575437377,0.011272141706924144,-0.07329070339399901,0.0380165289256198,0.019776745193107077,0.02242714281912475,0.02653465911920862,0.30169130993481025,-0.017829214888958507,-0.02461753514017244,-0.027214435191273506,0,0,0,0.1443736730360936,1,1,1,0,0.2691027338438419
002238.SZ,天威视讯,2011-12-02,7.03456,0.028285488353084996,0.06871626180836704,0.14983713355048847,0.5978428351309707,0.02862753111977906,0.03664106811223221,0.11667411712114444,0.11667411712114444,-0.061728395061728336,-0.00952380952380949,-0.03797468354430367,0.03344304723822318,0.027113414921322222,0.030250929337562384,0.5918374531460472,-0.03600351253780846,-0.043238270469181245,0.024090661737395335,0,1,1,0.15536437246963566,1,0,0,0,0.13208502024291505
002238.SZ,天威视讯,2012-06-11,5.79212,0.016822384464724623,0.040626920712968514,0.2720306513409954,0.5548523206751056,-0.02024150553035745,-0.01314265863825858,0.10456796917996712,0.11479869423286176,-0.05626450116009274,-0.07556818181818192,-0.06440483036227718,0.028884835788258675,0.021551647004680895,0.028684245171471907,2.796397253850837,-0.006958007812499992,-0.04546787914344369,-0.00894407163379044,0,1,0,0.16041794714197918,1,1,1,1,0.374923171481254
002238.SZ,天威视讯,2012-10-26,3.920162,0.014195516364746074,0.03716954022988527,0.26966292134831504,0.1771217712177124,-0.05586805467179104,-0.013271043492641226,0.10077519379844957,0.16124367317425892,-0.055374592833876135,-0.06827309236947787,-0.013605442176870763,0.011003211028364171,0.025871155473595295,0.023909164825477978,0.7254818784724737,-0.03333333333333339,-0.0279465370595382,-0.0618428856418829,1,0,0,0.153448275862069,1,1,1,1,0.6546050902998395
002238.SZ,天威视讯,2013-03-13,3.7106361,0.019172555512310906,0.05320279295689121,0.12949640287769715,0.5774193548387101,0.04794401803022893,0.013260011530445016,0.099261689909762,0.10659072416598851,-0.08803986710963463,-0.05344827586206902,0.013850415512465464,0.01460794703061468,0.01824409149501,0.024639831829888163,0.47140058876628754,-0.04288702928870285,-0.03886554621848747,-0.009189213577777461,1,1,0,0.12659380692167554,1,1,0,0,0.1903460837887069
002238.SZ,天威视讯,2013-08-15,3.85698873,0.0062462893451774556,0.01427373093032956,0.27536231884057943,0.4666691873412781,-0.012252390862578885,0.05664532441580682,0.10585744530698667,0.2101684141084565,-0.014774494556765161,-0.04593373493975894,0.003961965134706924,0.019756633839393654,0.029841323907594784,0.03744972654482695,0.5923454242888633,-0.010928961748633888,-0.021999228097259734,-0.008153326381745266,0,1,0,0.16337805840568279,1,1,1,0,0.2660926935091147
002238.SZ,天威视讯,2013-12-13,4.25882181,0.012166070414561605,0.03045032165832735,0.13872832369942203,0.40599455040871885,0.036157917148245074,0.019610594632520535,0.09625322997416023,0.13481756338899212,-0.03848797250859104,-0.07534699272967627,-0.02508710801393732,0.02347170588905899,0.021482092911767066,0.027916531327356293,0.43216643183408204,-0.008223451013753122,-0.03729699972474547,-0.014406988622353727,0,1,0,0.1236597569692638,1,1,0,0,0.15582558970693375
