id,event_date,factor,qfq_diff
000001.SZ,20080102,27.524,30.77
000001.SZ,20081031,35.906,8.69
000001.SZ,20121019,36.173,11.89
000001.SZ,20130620,58.387,7.96
000001.SZ,20140612,71.054,6.13
000001.SZ,20150413,85.994,5.8
000001.SZ,20160616,104.758,2.91
000001.SZ,20170721,106.309,2.75
000001.SZ,20180712,108.031,2.62
000001.SZ,20180816,66.3145,2.62
000001.SZ,20180828,108.031,2.62
000001.SZ,20190626,109.169,2.47
000001.SZ,20200102,109.169,2.47
000001.SZ,20200528,111.049,2.26
000001.SZ,20210107,111.049,2.26
000001.SZ,20210514,111.922,2.08
000001.SZ,20220722,113.936,1.85
000001.SZ,20230601,113.936,1.85
000001.SZ,20230614,116.713,1.56
000001.SZ,20240614,125.05,0.84
000001.SZ,20240625,125.049,0.84
000001.SZ,20240626,125.049,0.84
000001.SZ,20241010,127.784,0.6
000001.SZ,20250612,131.788,0.24
000001.SZ,20251015,134.579,0.0
000002.SZ,20080102,68.511,19.83
000002.SZ,20080616,110.286,8.82
000002.SZ,20090608,110.804,8.77
000002.SZ,20100518,111.936,8.7
000002.SZ,20110527,113.372,8.6
000002.SZ,20120705,115.013,8.47
000002.SZ,20130516,116.873,8.29
000002.SZ,20140508,123.296,7.88
000002.SZ,20150721,127.447,7.38
000002.SZ,20160729,132.782,6.66
000002.SZ,20170829,137.3,5.87
000002.SZ,20180816,137.3,5.87
000002.SZ,20180823,142.668,4.97
000002.SZ,20190815,148.412,3.92
000002.SZ,20200102,148.412,3.92
000002.SZ,20200814,153.901,2.91
000002.SZ,20210107,153.901,2.91
000002.SZ,20210825,162.737,1.66
000002.SZ,20220825,172.824,0.68
000002.SZ,20230601,172.824,0.68
000002.SZ,20230825,181.704,0.0
000002.SZ,20240625,181.704,0.0
000002.SZ,20240626,181.704,0.0
000006.SZ,20080102,5.454,23.46
000006.SZ,20080429,10.952,9.52
000006.SZ,20090626,11.024,9.55
000006.SZ,20100513,16.752,4.21
000006.SZ,20110614,21.949,3.15
000006.SZ,20120711,28.714,1.85
000006.SZ,20130620,30.779,1.54
000006.SZ,20140609,31.78,1.38
000006.SZ,20150619,32.002,1.26
000006.SZ,20160617,32.551,1.14
000006.SZ,20170616,33.219,0.96
000006.SZ,20180622,34.226,0.78
000006.SZ,20180816,34.2262,0.78
000006.SZ,20180828,34.226,0.78
000006.SZ,20190619,35.426,0.59
000006.SZ,20200618,36.5068,0.41
000006.SZ,20210107,36.507,0.41
000006.SZ,20210623,37.878,0.21
000006.SZ,20220621,38.94,0.09
000006.SZ,20230628,39.74,0.0
000006.SZ,20240625,39.7397,0.0
000006.SZ,20240626,39.74,0.0
000007.SZ,20080102,5.521,2.58
000007.SZ,20170522,8.284,7.94
000007.SZ,20180816,8.2835,0.0
000007.SZ,20180828,8.284,0.0
000007.SZ,20200102,8.2835,0.0
000007.SZ,20210107,8.284,0.0
000007.SZ,20240625,8.2835,0.0
000007.SZ,20240626,8.284,0.0
000008.SZ,20080102,2.532,11.17
000008.SZ,20130528,5.064,5.59
000008.SZ,20150313,7.343,30.08
000008.SZ,20150924,22.021,0.08
000008.SZ,20170602,22.052,0.07
000008.SZ,20180607,22.275,0.07
000008.SZ,20180816,22.2747,0.02
000008.SZ,20180828,22.275,0.02
000008.SZ,20190628,22.333,0.01
000008.SZ,20200102,22.3328,0.01
000008.SZ,20200529,22.4083,0.0
000008.SZ,20210107,22.408,0.0
000008.SZ,20240625,22.4083,0.0
000008.SZ,20240626,22.408,0.0
000009.SZ,20080102,2.854,10.36
000009.SZ,20080516,3.674,5.83
000009.SZ,20090806,3.867,7.38
000009.SZ,20100827,3.878,6.2
000009.SZ,20110803,3.882,11.47
000009.SZ,20130726,4.473,5.23
000009.SZ,20140709,5.386,5.27
000009.SZ,20150806,5.396,4.4
000009.SZ,20160721,7.318,2.01
000009.SZ,20170816,7.335,1.64
000009.SZ,20180727,7.364,1.05
000009.SZ,20180816,7.3639,0.99
000009.SZ,20180828,7.364,0.99
000009.SZ,20190722,8.859,0.19
000009.SZ,20200813,8.8815,0.17
000009.SZ,20210107,8.881,0.17
000009.SZ,20210826,8.891,0.14
000009.SZ,20220831,8.9088,0.11
000009.SZ,20230601,8.908,0.11
000009.SZ,20230803,8.932,0.07
000009.SZ,20240726,8.977,0.03
000009.SZ,20250827,9.0053,0.0
000010.SZ,20080402,2.694,11.07
000010.SZ,20130719,10.775,0.0
000010.SZ,20180816,10.7745,0.0
000010.SZ,20180828,10.775,0.0
000010.SZ,20200102,10.7745,0.0
000010.SZ,20210107,10.775,0.0
000010.SZ,20240625,10.7745,0.0
000010.SZ,20240626,10.775,0.0
000011.SZ,20080102,2.086,4.64
000011.SZ,20091103,2.899,4.74
000011.SZ,20091123,3.192,3.45
000011.SZ,20140620,3.317,3.2
000011.SZ,20150609,3.352,2.98
000011.SZ,20160524,3.374,2.9
000011.SZ,20170526,3.407,2.72
000011.SZ,20180629,3.502,2.42
000011.SZ,20180816,3.495,2.42
000011.SZ,20180828,3.502,2.42
000011.SZ,20190516,3.603,2.12
000011.SZ,20200102,3.5964,2.12
000011.SZ,20200518,3.7437,1.76
000011.SZ,20210107,3.751,1.76
000011.SZ,20210430,3.874,1.35
000011.SZ,20220711,4.0903,0.67
000011.SZ,20230601,4.082,0.67
000011.SZ,20230710,4.242,0.31
000011.SZ,20240617,4.4104,0.0
000011.SZ,20240625,4.4108,0.0
000011.SZ,20240626,4.411,0.0
000012.SZ,20080102,8.568,15.41
000012.SZ,20080610,8.645,12.05
000012.SZ,20090703,8.699,12.18
000012.SZ,20100514,15.042,5.94
000012.SZ,20110603,15.379,6.94
000012.SZ,20120525,15.678,4.7
000012.SZ,20130530,15.891,5.31
000012.SZ,20140508,16.549,3.8
000012.SZ,20150508,17.123,5.79
000012.SZ,20160519,17.618,4.32
000012.SZ,20170719,20.48,2.77
000012.SZ,20180627,23.742,1.33
000012.SZ,20180816,23.7419,1.33
000012.SZ,20180828,23.742,1.33
000012.SZ,20190626,26.405,0.84
000012.SZ,20200701,26.7784,0.77
000012.SZ,20210107,26.778,0.77
000012.SZ,20210617,27.053,0.67
000012.SZ,20220624,27.7783,0.47
000012.SZ,20230601,27.779,0.47
000012.SZ,20230714,28.486,0.32
000012.SZ,20240625,28.4861,0.32
000012.SZ,20240626,28.486,0.32
000012.SZ,20240716,29.9276,0.07
000012.SZ,20250723,30.3449,0.0
000014.SZ,20080125,3.518,8.36
000014.SZ,20080717,5.284,2.22
000014.SZ,20090717,5.294,3.35
000014.SZ,20100813,5.306,2.73
000014.SZ,20110718,5.326,1.93
000014.SZ,20120618,5.34,1.8
000014.SZ,20130614,5.353,2.0
000014.SZ,20140610,5.359,1.99
000014.SZ,20150617,5.362,5.8
000014.SZ,20160620,5.374,3.32
000014.SZ,20170619,5.377,3.5
000014.SZ,20180622,5.381,2.98
000014.SZ,20180816,5.3811,2.25
000014.SZ,20180828,5.381,2.28
000014.SZ,20190619,5.421,1.98
000014.SZ,20200102,5.4209,1.96
000014.SZ,20200611,5.4267,1.92
000014.SZ,20210107,5.427,1.68
000014.SZ,20210611,5.434,1.69
000014.SZ,20220527,6.5488,0.34
000014.SZ,20220530,6.548,0.34
000014.SZ,20230602,6.628,0.22
000014.SZ,20240606,6.7763,0.0
000014.SZ,20240625,6.7761,0.0
000014.SZ,20240626,6.776,0.0
000016.SZ,20080102,5.033,7.42
000016.SZ,20080603,10.056,3.06
000016.SZ,20090710,10.154,3.08
000016.SZ,20100715,10.174,2.88
000016.SZ,20110711,10.197,2.74
000016.SZ,20120709,10.225,2.17
000016.SZ,20130614,10.257,2.09
000016.SZ,20140529,10.282,2.48
000016.SZ,20150720,10.285,15.55
000016.SZ,20150925,20.554,0.46
000016.SZ,20180606,21.174,0.3
000016.SZ,20180816,21.1735,0.3
000016.SZ,20180828,21.174,0.3
000016.SZ,20190705,21.685,0.2
000016.SZ,20200102,21.6849,0.2
000016.SZ,20200709,21.8232,0.15
000016.SZ,20210107,21.823,0.15
000016.SZ,20210604,22.172,0.05
000016.SZ,20220610,22.375,0.0
000016.SZ,20240625,22.3755,0.0
000016.SZ,20240626,22.375,0.0
000017.SZ,20100318,2.683,0.0
000017.SZ,20180816,2.6827,0.0
000017.SZ,20180828,2.683,0.0
000017.SZ,20200102,2.6827,0.0
000017.SZ,20210107,2.683,0.0
000017.SZ,20240625,2.6827,0.0
000017.SZ,20240626,2.683,0.0
000019.SZ,20080102,1.983,12.14
000019.SZ,20130709,2.039,4.98
000019.SZ,20140514,2.446,3.99
000019.SZ,20160622,3.67,2.47
000019.SZ,20170628,4.053,1.35
000019.SZ,20180816,4.0533,1.35
000019.SZ,20180828,4.053,1.35
000019.SZ,20190620,4.11,1.25
000019.SZ,20200102,4.1096,1.25
000019.SZ,20200619,4.2116,1.05
000019.SZ,20210107,4.212,1.05
000019.SZ,20210621,4.321,0.85
000019.SZ,20220622,4.4535,0.6
000019.SZ,20230601,4.453,0.6
000019.SZ,20230626,4.603,0.35
000019.SZ,20240619,4.7559,0.15
000019.SZ,20240625,4.7554,0.15
000019.SZ,20240626,4.755,0.15
000019.SZ,20250617,4.8613,0.0
000020.SZ,20080102,1.752,0.0
000020.SZ,20180816,1.7518,0.0
000020.SZ,20180828,1.752,0.0
000020.SZ,20200102,1.7518,0.0
000020.SZ,20210107,1.752,0.0
000020.SZ,20240625,1.7518,0.0
000020.SZ,20240626,1.752,0.0
000021.SZ,20080102,7.992,7.88
000021.SZ,20080613,8.371,4.27
000021.SZ,20090624,8.486,5.24
000021.SZ,20100610,12.897,1.44
000021.SZ,20110620,13.136,1.29
000021.SZ,20120625,13.372,1.19
000021.SZ,20130619,13.42,1.17
000021.SZ,20140619,13.534,1.12
000021.SZ,20150618,13.572,1.07
000021.SZ,20160616,13.651,1.02
000021.SZ,20170622,13.73,0.97
000021.SZ,20180628,13.834,0.92
000021.SZ,20180816,13.8338,0.92
000021.SZ,20180828,13.834,0.92
000021.SZ,20190627,14.002,0.82
000021.SZ,20200102,14.0021,0.82
000021.SZ,20200618,14.0395,0.76
000021.SZ,20210107,14.039,0.76
000021.SZ,20210610,14.166,0.6
000021.SZ,20220617,14.3559,0.45
000021.SZ,20230601,14.356,0.45
000021.SZ,20230726,14.451,0.32
000021.SZ,20240625,14.4513,0.32
000021.SZ,20240626,14.451,0.32
000021.SZ,20240627,14.5798,0.19
000021.SZ,20250611,14.74,0.0
000025.SZ,20080102,1.883,5.11
000025.SZ,20180816,1.8828,9.23
000025.SZ,20180828,1.883,9.12
000025.SZ,20190515,2.731,0.25
000025.SZ,20200102,2.7306,0.25
000025.SZ,20200527,2.7367,0.2
000025.SZ,20210107,2.737,0.2
000025.SZ,20210628,2.74,0.18
000025.SZ,20220621,2.7417,0.16
000025.SZ,20230601,2.742,0.16
000025.SZ,20230712,2.747,0.13
000025.SZ,20240619,2.7528,0.1
000025.SZ,20240625,2.7527,0.1
000025.SZ,20240626,2.753,0.1
000025.SZ,20250528,2.7682,0.0
000026.SZ,20080102,4.668,8.09
000026.SZ,20080626,4.724,5.61
000026.SZ,20090715,4.774,5.82
000026.SZ,20100804,4.809,6.96
000026.SZ,20110427,6.77,2.96
000026.SZ,20120601,6.83,2.86
000026.SZ,20130813,6.927,2.76
000026.SZ,20140731,7.006,2.66
000026.SZ,20150806,7.061,2.56
000026.SZ,20160624,7.126,2.46
000026.SZ,20170622,7.184,2.36
000026.SZ,20180730,7.354,2.16
000026.SZ,20180816,7.3545,2.16
000026.SZ,20180828,7.354,2.16
000026.SZ,20190812,7.571,1.96
000026.SZ,20200102,7.5711,1.96
000026.SZ,20200701,7.7445,1.76
000026.SZ,20210107,7.745,1.76
000026.SZ,20210601,7.964,1.35
000026.SZ,20220610,8.1962,1.05
000026.SZ,20230601,8.196,1.05
000026.SZ,20230615,8.367,0.8
000026.SZ,20240612,8.7344,0.4
000026.SZ,20240625,8.7345,0.4
000026.SZ,20240626,8.734,0.4
000026.SZ,20250528,8.9877,0.0
000027.SZ,20080102,5.872,15.27
000027.SZ,20080724,6.107,6.74
000027.SZ,20090715,6.155,8.97
000027.SZ,20100713,6.341,6.92
000027.SZ,20110616,7.687,5.08
000027.SZ,20120614,7.798,4.66
000027.SZ,20130531,7.931,4.17
000027.SZ,20140523,8.282,3.92
000027.SZ,20150625,12.525,3.79
000027.SZ,20160628,12.92,2.2
000027.SZ,20170629,13.207,2.13
000027.SZ,20180622,13.424,1.77
000027.SZ,20180816,13.4239,1.79
000027.SZ,20180828,13.424,1.82
000027.SZ,20190614,13.536,1.89
000027.SZ,20200102,13.5361,1.94
000027.SZ,20200611,16.3984,0.86
000027.SZ,20210107,16.398,0.86
000027.SZ,20210618,16.844,0.6
000027.SZ,20220617,17.2964,0.43
000027.SZ,20230601,17.296,0.43
000027.SZ,20230615,17.681,0.29
000027.SZ,20240618,18.0326,0.15
000027.SZ,20240625,18.0329,0.15
000027.SZ,20240626,18.033,0.15
000027.SZ,20250613,18.4563,0.0
000028.SZ,20080102,3.729,10.52
000028.SZ,20090610,3.75,9.21
000028.SZ,20100617,3.762,12.01
000028.SZ,20110616,3.779,10.67
000028.SZ,20120619,3.797,11.0
000028.SZ,20130607,3.819,11.51
000028.SZ,20140528,3.836,13.5
000028.SZ,20150522,3.846,23.03
000028.SZ,20160530,3.865,18.44
000028.SZ,20170620,3.881,21.83
000028.SZ,20180613,3.904,15.55
000028.SZ,20180816,3.9038,14.07
000028.SZ,20180828,3.904,14.46
000028.SZ,20190619,3.943,12.49
000028.SZ,20200102,3.9431,13.79
000028.SZ,20200618,3.9928,13.46
000028.SZ,20210107,3.993,12.61
000028.SZ,20210621,4.078,10.76
000028.SZ,20220617,4.1621,8.4
000028.SZ,20230601,5.486,1.05
000028.SZ,20240625,5.6022,0.37
000028.SZ,20240626,5.602,0.37
000028.SZ,20250625,5.6862,0.0
000029.SZ,20080102,2.142,0.73
000029.SZ,20151110,2.163,0.6
000029.SZ,20180816,2.1628,0.6
000029.SZ,20180828,2.163,0.6
000029.SZ,20190521,2.202,0.6
000029.SZ,20200102,2.2022,0.6
000029.SZ,20200521,2.2348,0.6
000029.SZ,20210107,2.235,0.24
000029.SZ,20210531,2.262,0.15
000029.SZ,20220705,2.2793,0.06
000029.SZ,20230601,2.279,0.06
000029.SZ,20230628,2.291,0.0
000029.SZ,20240625,2.2912,0.0
000029.SZ,20240626,2.291,0.0
000030.SZ,20081229,2.097,2.76
000030.SZ,20140630,2.129,3.87
000030.SZ,20150626,2.145,5.37
000030.SZ,20160628,2.191,3.88
000030.SZ,20170628,2.24,4.24
000030.SZ,20180726,3.222,1.57
000030.SZ,20180816,3.2216,1.57
000030.SZ,20180828,3.222,1.57
000030.SZ,20190626,3.316,1.42
000030.SZ,20200102,3.3159,1.42
000030.SZ,20200616,3.4079,1.25
000030.SZ,20210107,3.408,1.25
000030.SZ,20210617,3.563,0.95
000030.SZ,20220613,3.7424,0.65
000030.SZ,20230601,3.742,0.65
000030.SZ,20230627,3.933,0.4
000030.SZ,20240625,3.9334,0.4
000030.SZ,20240626,4.128,0.15
000030.SZ,20250630,4.2329,0.0
000031.SZ,20080102,6.628,13.63
000031.SZ,20080723,13.298,0.6
000031.SZ,20090716,13.316,0.58
000031.SZ,20100519,13.353,0.56
000031.SZ,20110727,13.403,0.54
000031.SZ,20120619,13.487,0.51
000031.SZ,20130628,13.603,0.48
000031.SZ,20140703,13.728,0.45
000031.SZ,20150629,13.748,0.41
000031.SZ,20160729,13.803,0.37
000031.SZ,20170602,13.88,0.33
000031.SZ,20180710,14.003,0.28
000031.SZ,20180816,14.0028,0.28
000031.SZ,20180828,14.003,0.28
000031.SZ,20190516,14.224,0.17
000031.SZ,20200102,14.2238,0.17
000031.SZ,20200717,14.651,0.0
000032.SZ,20080102,2.613,5.44
000032.SZ,20080627,3.179,4.05
000032.SZ,20090618,3.248,2.27
000032.SZ,20100618,3.285,2.27
000032.SZ,20110617,3.318,2.15
000032.SZ,20130809,3.388,2.09
000032.SZ,20140728,3.4,2.16
000032.SZ,20150528,3.406,4.72
000032.SZ,20160616,4.093,0.61
000032.SZ,20170523,4.098,0.61
000032.SZ,20180713,4.109,0.57
000032.SZ,20180816,4.1088,0.57
000032.SZ,20180828,4.109,0.57
000032.SZ,20190604,4.146,0.49
000032.SZ,20200102,4.1456,0.49
000032.SZ,20200604,4.1635,0.41
000032.SZ,20210107,4.163,0.41
000032.SZ,20220608,4.1893,0.31
000032.SZ,20230601,4.19,0.31
000032.SZ,20230608,4.2,0.23
000032.SZ,20240607,4.2305,0.12
000032.SZ,20240625,4.2302,0.12
000032.SZ,20240626,4.23,0.12
000032.SZ,20250530,4.2557,0.0
000034.SZ,20080102,1.906,5.94
000034.SZ,20080714,2.961,2.04
000034.SZ,20180509,2.966,2.04
000034.SZ,20180816,2.9663,2.0
000034.SZ,20180828,2.966,2.0
000034.SZ,20190425,3.014,1.75
000034.SZ,20200430,3.0419,1.54
000034.SZ,20210107,3.042,1.54
000034.SZ,20210430,3.076,1.35
000034.SZ,20220505,3.1191,1.16
000034.SZ,20220530,3.119,1.16
000034.SZ,20230510,3.1716,0.71
000034.SZ,20230601,3.171,0.71
000034.SZ,20240506,3.2169,0.26
000034.SZ,20240625,3.2173,0.26
000034.SZ,20240626,3.217,0.26
000034.SZ,20250512,3.2375,0.0
000035.SZ,20080326,2.306,2.6
000035.SZ,20160527,4.612,0.15
000035.SZ,20180816,4.6116,0.15
000035.SZ,20180828,4.612,0.15
000035.SZ,20200102,4.6116,0.15
000035.SZ,20210107,4.612,0.15
000035.SZ,20220616,4.6937,0.05
000035.SZ,20230601,4.693,0.05
000035.SZ,20240625,4.6933,0.05
000035.SZ,20240626,4.693,0.05
000035.SZ,20240719,4.7135,0.03
000035.SZ,20250806,4.7462,0.0
000036.SZ,20080102,6.967,3.72
000036.SZ,20170719,7.186,3.81
000036.SZ,20180629,7.78,2.56
000036.SZ,20180816,7.7799,2.37
000036.SZ,20180828,7.78,2.4
000036.SZ,20190628,10.994,0.73
000036.SZ,20200102,10.9937,0.73
000036.SZ,20200709,11.9118,0.33
000036.SZ,20210107,11.912,0.33
000036.SZ,20210714,12.515,0.1
000036.SZ,20220715,12.7396,0.03
000036.SZ,20230601,12.74,0.03
000036.SZ,20230608,12.84,0.0
000036.SZ,20240625,12.8399,0.0
000036.SZ,20240626,12.84,0.0
000037.SZ,20080103,5.123,0.91
000037.SZ,20080704,5.659,0.02
000037.SZ,20180816,5.6586,0.02
000037.SZ,20180828,5.659,0.02
000037.SZ,20200102,5.6586,0.02
000037.SZ,20200515,5.6683,0.0
000037.SZ,20210107,5.668,0.0
000037.SZ,20240625,5.6683,0.0
000037.SZ,20240626,5.668,0.0
000039.SZ,20080102,19.714,14.71
000039.SZ,20080626,20.523,8.02
000039.SZ,20090612,20.847,6.78
000039.SZ,20100625,21.045,8.24
000039.SZ,20110601,21.407,11.63
000039.SZ,20120621,22.102,8.28
000039.SZ,20130815,22.549,7.02
000039.SZ,20140731,22.962,8.45
000039.SZ,20150722,23.267,12.27
000039.SZ,20160720,23.633,7.84
000039.SZ,20170720,23.714,9.48
000039.SZ,20180720,24.245,6.87
000039.SZ,20180816,24.2453,6.53
000039.SZ,20180828,24.245,6.42
000039.SZ,20190628,30.346,4.66
000039.SZ,20200102,30.3462,4.39
000039.SZ,20200624,30.845,3.49
000039.SZ,20210720,31.363,6.42
000039.SZ,20220818,49.5299,0.38
000039.SZ,20230601,49.53,0.38
000039.SZ,20230818,50.774,0.2
000039.SZ,20240625,50.7736,0.2
000039.SZ,20240626,50.774,0.2
000039.SZ,20240816,50.9116,0.17
000039.SZ,20250711,52.0044,0.0
000042.SZ,20080102,5.611,13.67
000042.SZ,20080625,5.733,6.76
000042.SZ,20090611,5.739,10.71
000042.SZ,20100527,5.801,8.8
000042.SZ,20110520,5.977,11.13
000042.SZ,20120620,6.097,11.14
000042.SZ,20130530,6.214,14.58
000042.SZ,20140612,12.587,0.94
000042.SZ,20150521,12.67,0.79
000042.SZ,20160620,12.83,0.59
000042.SZ,20170622,12.891,0.51
000042.SZ,20180622,13.072,0.31
000042.SZ,20180816,13.0717,0.31
000042.SZ,20180828,13.072,0.31
000042.SZ,20190613,13.204,0.21
000042.SZ,20200102,13.2037,0.21
000042.SZ,20200709,13.3528,0.09
000042.SZ,20210107,13.353,0.09
000042.SZ,20210705,13.432,0.04
000042.SZ,20220707,13.479,0.01
000042.SZ,20230621,13.498,0.0
000042.SZ,20240625,13.4979,0.0
000042.SZ,20240626,13.498,0.0
000045.SZ,20080102,2.912,0.33
000045.SZ,20090615,2.928,0.28
000045.SZ,20180816,2.9278,0.28
000045.SZ,20180828,2.928,0.28
000045.SZ,20200102,2.9278,0.28
000045.SZ,20210107,2.928,0.28
000045.SZ,20210524,2.938,0.25
000045.SZ,20220601,2.958,0.2
000045.SZ,20230606,2.974,0.14
000045.SZ,20240613,2.9954,0.07
000045.SZ,20240625,2.9951,0.07
000045.SZ,20240626,2.995,0.07
000045.SZ,20250528,3.0142,0.0
000048.SZ,20080102,5.901,6.62
000048.SZ,20180816,5.9013,10.95
000048.SZ,20180828,5.901,10.9
000048.SZ,20191108,6.079,10.56
000048.SZ,20200102,6.0791,10.17
000048.SZ,20200720,6.259,10.45
000048.SZ,20210510,8.573,3.39
000048.SZ,20220421,9.0368,2.09
000048.SZ,20220530,9.037,2.09
000048.SZ,20230510,9.4877,1.09
000048.SZ,20230601,9.488,1.09
000048.SZ,20240625,9.4879,1.09
000048.SZ,20240626,9.488,1.09
000048.SZ,20240924,9.7612,0.71
000048.SZ,20250430,9.9803,0.37
000048.SZ,20250917,10.1956,0.0
000049.SZ,20080102,3.4,6.75
000049.SZ,20110708,3.412,15.73
000049.SZ,20120712,3.438,22.78
000049.SZ,20120910,3.474,22.94
000049.SZ,20130617,3.491,37.97
000049.SZ,20140424,5.254,17.29
000049.SZ,20150428,5.279,17.74
000049.SZ,20160513,5.301,15.43
000049.SZ,20170511,5.325,24.42
000049.SZ,20180509,5.365,13.43
000049.SZ,20190606,5.42,8.91
000049.SZ,20200611,5.495,20.83
000049.SZ,20210511,8.083,7.72
000049.SZ,20220518,8.2535,4.58
000049.SZ,20220530,8.254,4.69
000049.SZ,20230607,8.407,3.85
000049.SZ,20231208,9.0683,0.78
000049.SZ,20240509,9.2586,0.33
000049.SZ,20240625,9.2591,0.33
000049.SZ,20240626,9.259,0.33
000049.SZ,20250528,9.403,0.0
000050.SZ,20080102,5.299,5.79
000050.SZ,20080620,5.377,3.0
000050.SZ,20081008,8.066,0.74
000050.SZ,20130607,8.097,0.68
000050.SZ,20140805,8.145,0.58
000050.SZ,20150713,8.198,0.48
000050.SZ,20160819,8.223,0.42
000050.SZ,20170726,8.246,0.36
000050.SZ,20180403,8.281,0.29
000050.SZ,20180816,8.2815,0.29
000050.SZ,20180828,8.281,0.29
000050.SZ,20190528,8.323,0.22
000050.SZ,20200528,8.3729,0.14
000050.SZ,20210107,8.373,0.14
000050.SZ,20210721,8.413,0.07
000050.SZ,20220527,8.4774,0.0
000050.SZ,20220530,8.477,0.0
000050.SZ,20240625,8.4772,0.0
000050.SZ,20240626,8.477,0.0
000055.SZ,20080102,3.291,6.42
000055.SZ,20080619,3.623,3.7
000055.SZ,20100406,3.875,6.71
000055.SZ,20110426,5.815,3.29
000055.SZ,20130613,5.848,2.7
000055.SZ,20140415,5.877,3.02
000055.SZ,20150605,5.887,6.77
000055.SZ,20160527,5.925,6.1
000055.SZ,20170512,9.147,0.63
000055.SZ,20180604,9.368,0.48
000055.SZ,20180816,9.3683,0.48
000055.SZ,20180828,9.368,0.48
000055.SZ,20190311,9.67,0.28
000055.SZ,20200102,9.6705,0.28
000055.SZ,20200604,9.7829,0.23
000055.SZ,20210107,9.783,0.23
000055.SZ,20220523,9.8992,0.18
000055.SZ,20220530,9.899,0.18
000055.SZ,20230403,10.0028,0.13
000055.SZ,20230601,10.003,0.13
000055.SZ,20240517,10.1991,0.05
000055.SZ,20240625,10.199,0.05
000055.SZ,20250528,10.3246,0.0
000056.SZ,20080102,1.951,8.28
000056.SZ,20140808,2.341,7.94
000056.SZ,20160708,4.68,0.05
000056.SZ,20180815,4.697,0.01
000056.SZ,20180816,4.6974,0.01
000056.SZ,20180828,4.697,0.01
000056.SZ,20190709,4.708,0.0
000056.SZ,20200102,4.7084,0.0
000056.SZ,20210107,4.708,0.0
000056.SZ,20240625,4.7084,0.0
000056.SZ,20240626,4.708,0.0
000058.SZ,20080102,3.165,0.3
000058.SZ,20080616,3.181,0.27
000058.SZ,20090623,3.194,0.25
000058.SZ,20160616,3.203,0.22
000058.SZ,20170817,3.216,0.19
000058.SZ,20180615,3.243,0.14
000058.SZ,20180816,3.2431,0.14
000058.SZ,20180828,3.243,0.14
000058.SZ,20190711,3.261,0.1
000058.SZ,20200102,3.2614,0.1
000058.SZ,20200706,3.2743,0.07
000058.SZ,20210107,3.274,0.07
000058.SZ,20210708,3.28,0.06
000058.SZ,20220525,3.2865,0.05
000058.SZ,20220530,3.286,0.05
000058.SZ,20230628,3.292,0.04
000058.SZ,20240520,3.3071,0.01
000058.SZ,20240625,3.3069,0.01
000058.SZ,20240626,3.307,0.01
000058.SZ,20250527,3.311,0.0
000059.SZ,20080102,1.499,1.34
000059.SZ,20081212,1.507,1.31
000059.SZ,20100429,1.513,1.27
000059.SZ,20120426,1.529,1.17
000059.SZ,20170616,1.562,0.95
000059.SZ,20180816,1.5623,0.95
000059.SZ,20180828,1.562,0.95
000059.SZ,20190626,1.623,0.7
000059.SZ,20200102,1.6226,0.7
000059.SZ,20200519,1.7008,0.46
000059.SZ,20210107,1.701,0.46
000059.SZ,20210611,1.719,0.38
000059.SZ,20220617,1.7793,0.16
000059.SZ,20230601,1.779,0.16
000059.SZ,20230614,1.818,0.03
000059.SZ,20240619,1.8221,0.02
000059.SZ,20240625,1.8217,0.02
000059.SZ,20240626,1.822,0.02
000059.SZ,20250619,1.8288,0.0
000060.SZ,20080102,8.005,34.04
000060.SZ,20080606,11.355,13.32
000060.SZ,20090714,11.405,14.84
000060.SZ,20100505,17.704,7.7
000060.SZ,20110506,23.04,5.4
000060.SZ,20120720,23.224,3.73
000060.SZ,20130828,23.35,3.38
000060.SZ,20140619,23.473,2.65
000060.SZ,20150610,23.499,9.69
000060.SZ,20160616,23.522,4.23
000060.SZ,20170511,23.595,3.98
000060.SZ,20171124,23.664,4.26
000060.SZ,20180516,36.437,0.57
000060.SZ,20180816,36.4373,0.57
000060.SZ,20180828,36.437,0.57
000060.SZ,20190516,37.072,0.49
000060.SZ,20200102,37.0724,0.49
000060.SZ,20200522,37.8075,0.42
000060.SZ,20210107,37.808,0.42
000060.SZ,20210618,38.489,0.34
000060.SZ,20220614,39.2605,0.24
000060.SZ,20230601,39.26,0.24
000060.SZ,20230628,40.096,0.14
000060.SZ,20240625,40.0956,0.14
000060.SZ,20240626,40.096,0.14
000060.SZ,20240709,40.6661,0.09
000060.SZ,20250626,41.4849,0.0
000061.SZ,20080102,6.486,21.9
000061.SZ,20080617,6.518,14.55
000061.SZ,20090603,11.177,5.43
000061.SZ,20100621,11.247,8.27
000061.SZ,20110629,11.325,7.8
000061.SZ,20120510,20.557,0.72
000061.SZ,20130626,20.723,0.67
000061.SZ,20140626,20.832,0.62
000061.SZ,20150629,20.88,0.57
000061.SZ,20160627,20.967,0.52
000061.SZ,20170630,21.083,0.52
000061.SZ,20180625,21.274,0.42
000061.SZ,20180816,21.2744,0.42
000061.SZ,20180828,21.274,0.42
000061.SZ,20190618,21.313,0.41
000061.SZ,20200102,21.3135,0.41
000061.SZ,20200618,21.4768,0.35
000061.SZ,20210107,21.477,0.35
